Launch Date and Time (UTC),Launch Site (Abbrv.),Latitude,Longitude,Launch Vehicle,Official Payload Name,Success,Launch Site (Full)
2026 MAR 10 0419,CCSFS,28.56194122,-80.57735736,Falcon 9 Block 5,EchoStar 25,S,"Space Launch Complex 40 / Cape Canaveral SFS, FL, USA"
2026 MAR 08 1100,VSFB,34.632,-120.611,Falcon 9 Block 5,Starlink Group 17-18,S,"Space Launch Complex 4E / Vandenberg SFB, CA, USA"
2026 MAR 05 2353,LC-1,-39.262833,177.864469,Electron,Insight At Speed Is A Friend Indeed (BlackSky Gen-3 4),S,"Rocket Lab Launch Complex 1A / Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand"
2026 MAR 05 0210,,33.544224,135.889502,Kii-based Advanced & Instant ROcket System,KAIROS | Flight 3,F,"Space One Launch Pad / Spaceport Kii, Japan"
2026 MAR 04 1052,CCSFS,28.56194122,-80.57735736,Falcon 9 Block 5,Starlink Group 10-40,S,"Space Launch Complex 40 / Cape Canaveral SFS, FL, USA"
2026 MAR 02 0256,CCSFS,28.56194122,-80.57735736,Falcon 9 Block 5,Starlink Group 10-41,S,"Space Launch Complex 40 / Cape Canaveral SFS, FL, USA"
2026 MAR 01 1010,VSFB,34.632,-120.611,Falcon 9 Block 5,Starlink Group 17-23,S,"Space Launch Complex 4E / Vandenberg SFB, CA, USA"
2026 FEB 28 0000,WFF,37.833262,-75.488235,Electron,HASTE | That's Not A Knife (DART AE),S,"Rocket Lab Launch Complex 2 (Launch Area 0 C) / Wallops Flight Facility, Virginia, USA"
2026 FEB 27 1216,CCSFS,28.56194122,-80.57735736,Falcon 9 Block 5,Starlink Group 6-108,S,"Space Launch Complex 40 / Cape Canaveral SFS, FL, USA"
2026 FEB 25 1417,VSFB,34.632,-120.611,Falcon 9 Block 5,Starlink Group 17-26,S,"Space Launch Complex 4E / Vandenberg SFB, CA, USA"
2026 FEB 24 2304,CCSFS,28.56194122,-80.57735736,Falcon 9 Block 5,Starlink Group 6-110,S,"Space Launch Complex 40 / Cape Canaveral SFS, FL, USA"
2026 FEB 22 0347,CCSFS,28.56194122,-80.57735736,Falcon 9 Block 5,Starlink Group 6-104,S,"Space Launch Complex 40 / Cape Canaveral SFS, FL, USA"
2026 FEB 21 0904,VSFB,34.632,-120.611,Falcon 9 Block 5,Starlink Group 17-25,S,"Space Launch Complex 4E / Vandenberg SFB, CA, USA"
2026 FEB 20 0141,CCSFS,28.56194122,-80.57735736,Falcon 9 Block 5,Starlink Group 10-36,S,"Space Launch Complex 40 / Cape Canaveral SFS, FL, USA"
2026 FEB 16 0759,CCSFS,28.56194122,-80.57735736,Falcon 9 Block 5,Starlink Group 6-103,S,"Space Launch Complex 40 / Cape Canaveral SFS, FL, USA"
2026 FEB 15 0159,VSFB,34.632,-120.611,Falcon 9 Block 5,Starlink Group 17-13,S,"Space Launch Complex 4E / Vandenberg SFB, CA, USA"
2026 FEB 13 1015,CCSFS,28.56194122,-80.57735736,Falcon 9 Block 5,Crew-12,S,"Space Launch Complex 40 / Cape Canaveral SFS, FL, USA"
2026 FEB 12 1645,CSG,5.256319,-52.786838,Ariane 64,Amazon Leo (LE-01),S,"Ariane Launch Area 4 / Guiana Space Centre, French Guiana"
2026 FEB 12 0922,CCSFS,28.58341025,-80.58303644,Vulcan VC4S,USSF-87,S,"Space Launch Complex 41 / Cape Canaveral SFS, FL, USA"
2026 FEB 12 0852,Baikonur,46.071001,62.984999,Proton-M Blok DM-03,Proton-M/Blok DM-03 | Elektro-L No.5,S,"81/24 (81P) / Baikonur Cosmodrome, Republic of Kazakhstan"
2026 FEB 12 0637,YSLA,21.366667,112.116667,Smart Dragon 3,PRSC-EO2 & 6 satellites,S,South China Sea (launch location 3) / Haiyang Oriental Spaceport
2026 FEB 11 1711,VSFB,34.632,-120.611,Falcon 9 Block 5,Starlink Group 17-34,S,"Space Launch Complex 4E / Vandenberg SFB, CA, USA"
2026 FEB 07 2058,VSFB,34.632,-120.611,Falcon 9 Block 5,Starlink Group 17-33,S,"Space Launch Complex 4E / Vandenberg SFB, CA, USA"
2026 FEB 07 0358,JSLC,40.957893,100.290944,Long March 2F/G,Chinese Reusable Space Vehicle,S,"Launch Area 91 (SLS-1 / 921) / Jiuquan Satellite Launch Center, People's Republic of China"
2026 FEB 05 1859,Plesetsk,62.92883,40.457098,Soyuz 2.1b Fregat-M,Soyuz 2.1b/Fregat-M | Kosmos 2600-2608,S,"43/4 (43R) / Plesetsk Cosmodrome, Russian Federation"
2026 FEB 02 1547,VSFB,34.632,-120.611,Falcon 9 Block 5,Starlink Group 17-32,S,"Space Launch Complex 4E / Vandenberg SFB, CA, USA"
2026 JAN 31 0401,JSLC,40.960482,100.298059,Long March 2C,AlSat 3B,S,"Launch Area 94 (SLS-2 / 603) / Jiuquan Satellite Launch Center, People's Republic of China"
2026 JAN 30 0722,CCSFS,28.56194122,-80.57735736,Falcon 9 Block 5,Starlink Group 6-101,S,"Space Launch Complex 40 / Cape Canaveral SFS, FL, USA"
2026 JAN 30 0121,LC-1,-39.262833,177.864469,Electron,Bridging The Swarm (NeonSat-1A),S,"Rocket Lab Launch Complex 1A / Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand"
2026 JAN 29 1753,VSFB,34.632,-120.611,Falcon 9 Block 5,Starlink Group 17-19,S,"Space Launch Complex 4E / Vandenberg SFB, CA, USA"
2026 JAN 28 0453,CCSFS,28.56194122,-80.57735736,Falcon 9 Block 5,GPS III SV09,S,"Space Launch Complex 40 / Cape Canaveral SFS, FL, USA"
2026 JAN 25 1730,VSFB,34.632,-120.611,Falcon 9 Block 5,Starlink Group 17-20,S,"Space Launch Complex 4E / Vandenberg SFB, CA, USA"
2026 JAN 22 1625,SA,31.422878,-104.757121,New Shepard,NS-38,S,"West Texas Suborbital Launch Site/ Corn Ranch / Corn Ranch, Van Horn, TX, USA"
2026 JAN 22 1052,LC-1,-39.262833,177.864469,Electron,The Cosmos Will See You Now (Open Cosmos Constellation Launch 1),S,"Rocket Lab Launch Complex 1A / Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand"
2026 JAN 22 0547,VSFB,34.632,-120.611,Falcon 9 Block 5,Starlink Group 17-30,S,"Space Launch Complex 4E / Vandenberg SFB, CA, USA"
2026 JAN 19 0748,WSLC,19.59755,110.936481,Long March 12,SatNet LEO Group 19,S,"Commercial LC-2 / Wenchang Space Launch Site, People's Republic of China"
2026 JAN 18 2331,CCSFS,28.56194122,-80.57735736,Falcon 9 Block 5,Starlink Group 6-100,S,"Space Launch Complex 40 / Cape Canaveral SFS, FL, USA"
2026 JAN 17 0439,VSFB,34.632,-120.611,Falcon 9 Block 5,NROL-105,S,"Space Launch Complex 4E / Vandenberg SFB, CA, USA"
2026 JAN 17 0408,JSLC,40.969117,100.343333,Ceres-2,Demo Flight,F,"Launch Area 95A / Jiuquan Satellite Launch Center, People's Republic of China"
2026 JAN 16 1655,XSLC,28.245504,102.026768,Long March 3B/E,Shijian 32,F,"Launch Complex 2 (LC-2) / Xichang Satellite Launch Center, People's Republic of China"
2026 JAN 15 2010,YSLA,35.391667,119.598667,Ceres-1S,Tianqi 37-40,S,Rizhao offshore launch location / Haiyang Oriental Spaceport
2026 JAN 15 0401,JSLC,40.960482,100.298059,Long March 2C,AlSat 3A,S,"Launch Area 94 (SLS-2 / 603) / Jiuquan Satellite Launch Center, People's Republic of China"
2026 JAN 14 1808,CCSFS,28.56194122,-80.57735736,Falcon 9 Block 5,Starlink Group 6-98,S,"Space Launch Complex 40 / Cape Canaveral SFS, FL, USA"
2026 JAN 13 1525,WSLC,19.597275,110.930753,Long March 8A,SatNet LEO Group 18,S,"Commercial LC-1 / Wenchang Space Launch Site, People's Republic of China"
2026 JAN 13 1416,TSLC,38.8583,111.5802,Long March 6A,Yaogan 50-01,S,"Launch Complex 9A / Taiyuan Satellite Launch Center, People's Republic of China"
2026 JAN 12 2108,CCSFS,28.56194122,-80.57735736,Falcon 9 Block 5,Starlink Group 6-97,S,"Space Launch Complex 40 / Cape Canaveral SFS, FL, USA"
2026 JAN 12 0448,SDSC,13.733,80.235,PSLV-DL,EOS-N1 and others,F,"Satish Dhawan Space Centre First Launch Pad / Satish Dhawan Space Centre, India"
2026 JAN 11 1344,VSFB,34.632,-120.611,Falcon 9 Block 5,Pandora / Twilight rideshare mission,S,"Space Launch Complex 4E / Vandenberg SFB, CA, USA"
2026 JAN 09 2141,CCSFS,28.56194122,-80.57735736,Falcon 9 Block 5,Starlink Group 6-96,S,"Space Launch Complex 40 / Cape Canaveral SFS, FL, USA"
2026 JAN 04 0648,CCSFS,28.56194122,-80.57735736,Falcon 9 Block 5,Starlink Group 6-88,S,"Space Launch Complex 40 / Cape Canaveral SFS, FL, USA"
2026 JAN 03 0209,VSFB,34.632,-120.611,Falcon 9 Block 5,CSG-3,S,"Space Launch Complex 4E / Vandenberg SFB, CA, USA"
2025 DEC 30 2240,WSLC,19.618452,110.955356,Long March 7A,Shijian 29 A-B,S,"201 / Wenchang Space Launch Site, People's Republic of China"
2025 DEC 30 0412,JSLC,40.960482,100.298059,Long March 4B,Tianhui 7,S,"Launch Area 94 (SLS-2 / 603) / Jiuquan Satellite Launch Center, People's Republic of China"
2025 DEC 28 1318,Vostochny,51.884395,128.333932,Soyuz 2.1b Fregat-M,Soyuz 2.1b/Fregat-M | AIST-2T 01 & 02,S,"Cosmodrome Site 1S / Vostochny Cosmodrome, Siberia, Russian Federation"
2025 DEC 26 1607,XSLC,28.245504,102.026768,Long March 3B/E,Fengyun-4C,S,"Launch Complex 2 (LC-2) / Xichang Satellite Launch Center, People's Republic of China"
2025 DEC 25 2326,WSLC,19.597275,110.930753,Long March 8A,SatNet LEO Group 17,S,"Commercial LC-1 / Wenchang Space Launch Site, People's Republic of China"
2025 DEC 25 1411,Plesetsk,62.92883,40.457098,Soyuz 2.1a,Obzor-R No.1,S,"43/4 (43R) / Plesetsk Cosmodrome, Russian Federation"
2025 DEC 24 0325,SDSC,13.7199,80.2304,Launch Vehicle Mark-3 (GSLV Mk III),LVM-3 | BlueBird Block 2 #1,S,"Satish Dhawan Space Centre Second Launch Pad / Satish Dhawan Space Centre, India"
2025 DEC 23 0200,JSLC,40.891596,100.217289,Long March 12A,Demo Flight,S,"Long March 12 series Pad / Jiuquan Satellite Launch Center, People's Republic of China"
2025 DEC 23 0113,CLA,-2.31698,-44.36873,HANBIT-Nano,Spaceward,F,"HANBIT Pad / Alcântara Space Center, Federative Republic of Brazil"
2025 DEC 22 0151,TNSC,30.400938,130.97564,H3-22,Michibiki 5 (QZS-5),F,"Yoshinobu Launch Complex LP-2 / Tanegashima Space Center, Japan"
2025 DEC 21 0636,LC-1,-39.262833,177.864469,Electron,The Wisdom God Guides (iQPS Launch 6),S,"Rocket Lab Launch Complex 1B / Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand"
2025 DEC 20 1415,SA,31.422878,-104.757121,New Shepard,NS-37,S,"West Texas Suborbital Launch Site/ Corn Ranch / Corn Ranch, Van Horn, TX, USA"
2025 DEC 20 1230,WSLC,19.614334,110.951011,Long March 5,TJSW-23,S,"101 / Wenchang Space Launch Site, People's Republic of China"
2025 DEC 18 0503,WFF,37.833262,-75.488235,Electron,Don't Be Such A Square (STP-S30),S,"Rocket Lab Launch Complex 2 (Launch Area 0 C) / Wallops Flight Facility, Virginia, USA"
2025 DEC 17 1527,VSFB,34.632,-120.611,Falcon 9 Block 5,Starlink Group 15-13,S,"Space Launch Complex 4E / Vandenberg SFB, CA, USA"
2025 DEC 17 1342,KSC,28.60822681,-80.60428186,Falcon 9 Block 5,Starlink Group 6-99,S,"Launch Complex 39A / Kennedy Space Center, FL, USA"
2025 DEC 17 0501,CSG,5.256319,-52.786838,Ariane 62,Galileo L14 (FOC FM33 & FM34),S,"Ariane Launch Area 4 / Guiana Space Centre, French Guiana"
2025 DEC 16 0828,CCSFS,28.58341025,-80.58303644,Atlas V 551,Amazon Leo (LA-04),S,"Space Launch Complex 41 / Cape Canaveral SFS, FL, USA"
2025 DEC 16 0317,TSLC,38.863128,111.589567,Long March 4B,Ziyuan-3-04,S,"Launch Complex 9 / Taiyuan Satellite Launch Center, People's Republic of China"
2025 DEC 15 0525,CCSFS,28.56194122,-80.57735736,Falcon 9 Block 5,Starlink Group 6-82,S,"Space Launch Complex 40 / Cape Canaveral SFS, FL, USA"
2025 DEC 14 0549,VSFB,34.632,-120.611,Falcon 9 Block 5,Starlink Group 15-12,S,"Space Launch Complex 4E / Vandenberg SFB, CA, USA"
2025 DEC 14 0309,LC-1,-39.262833,177.864469,Electron,Raise and Shine (RAISE-4),S,"Rocket Lab Launch Complex 1B / Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand"
2025 DEC 13 0108,JSLC,40.969117,100.343333,Kuaizhou 11,DEAR-5,S,"Launch Area 95A / Jiuquan Satellite Launch Center, People's Republic of China"
2025 DEC 11 2300,WSLC,19.59755,110.936481,Long March 12,SatNet LEO Group 16,S,"Commercial LC-2 / Wenchang Space Launch Site, People's Republic of China"
2025 DEC 11 2201,CCSFS,28.56194122,-80.57735736,Falcon 9 Block 5,Starlink Group 6-90,S,"Space Launch Complex 40 / Cape Canaveral SFS, FL, USA"
2025 DEC 10 1140,VSFB,34.632,-120.611,Falcon 9 Block 5,Starlink Group 15-11,S,"Space Launch Complex 4E / Vandenberg SFB, CA, USA"
2025 DEC 10 0403,JSLC,40.8182,100.22514,Kinetica 1,9 satellites,S,"Launch Area 130 / Jiuquan Satellite Launch Center, People's Republic of China"
2025 DEC 09 1916,CCSFS,28.56194122,-80.57735736,Falcon 9 Block 5,NROL-77,S,"Space Launch Complex 40 / Cape Canaveral SFS, FL, USA"
2025 DEC 09 1508,XSLC,28.247059,102.029008,Long March 3B/E,TJSW-22,S,"Launch Complex 3 (LC-3/LA-1) / Xichang Satellite Launch Center, People's Republic of China"
2025 DEC 09 0341,JSLC,40.960482,100.298059,Long March 4B,Yaogan 47,S,"Launch Area 94 (SLS-2 / 603) / Jiuquan Satellite Launch Center, People's Republic of China"
2025 DEC 08 2226,KSC,28.60822681,-80.60428186,Falcon 9 Block 5,Starlink Group 6-92,S,"Launch Complex 39A / Kennedy Space Center, FL, USA"
2025 DEC 08 2211,TSLC,38.8583,111.5802,Long March 6A,SatNet LEO Group 15,S,"Launch Complex 9A / Taiyuan Satellite Launch Center, People's Republic of China"
2025 DEC 07 1758,VSFB,34.632,-120.611,Falcon 9 Block 5,Starlink Group 11-15,S,"Space Launch Complex 4E / Vandenberg SFB, CA, USA"
2025 DEC 06 0753,WSLC,19.597275,110.930753,Long March 8A,SatNet LEO Group 14,S,"Commercial LC-1 / Wenchang Space Launch Site, People's Republic of China"
2025 DEC 05 0900,JSLC,40.969117,100.343333,Kuaizhou 1A,Traffic VDES A & B,S,"Launch Area 95A / Jiuquan Satellite Launch Center, People's Republic of China"
2025 DEC 04 2042,VSFB,34.632,-120.611,Falcon 9 Block 5,Starlink Group 11-25,S,"Space Launch Complex 4E / Vandenberg SFB, CA, USA"
2025 DEC 03 0400,JSLC,40.92017,100.25129,Zhuque-3,Demo Flight,S,"Launch Area 96B / Jiuquan Satellite Launch Center, People's Republic of China"
2025 DEC 02 2218,CCSFS,28.56194122,-80.57735736,Falcon 9 Block 5,Starlink Group 6-95,S,"Space Launch Complex 40 / Cape Canaveral SFS, FL, USA"
2025 DEC 02 0528,VSFB,34.632,-120.611,Falcon 9 Block 5,Starlink Group 15-10,S,"Space Launch Complex 4E / Vandenberg SFB, CA, USA"
2025 DEC 01 1721,CSG,5.236,-52.775,Vega-C,KOMPSAT-7,S,"Ariane Launch Area 1 (ELV) / Guiana Space Centre, French Guiana"
2025 DEC 01 0744,KSC,28.60822681,-80.60428186,Falcon 9 Block 5,Starlink Group 6-86,S,"Launch Complex 39A / Kennedy Space Center, FL, USA"
2025 NOV 30 1220,WSLC,19.618452,110.955356,Long March 7A,Shijian 28,S,"201 / Wenchang Space Launch Site, People's Republic of China"
2025 NOV 28 1844,VSFB,34.632,-120.611,Falcon 9 Block 5,Transporter 15 (Dedicated SSO Rideshare),S,"Space Launch Complex 4E / Vandenberg SFB, CA, USA"
2025 NOV 27 0927,Baikonur,45.996034,63.564003,Soyuz 2.1a,Soyuz MS-28,S,"31/6 / Baikonur Cosmodrome, Republic of Kazakhstan"
2025 NOV 26 1613,Naro,34.431867,127.535069,KSLV-2 Nuri,Nuri | CAS500-3,S,"LC-2 / Naro Space Center, South Korea"
2025 NOV 25 1342,Plesetsk,62.927319,40.574897,Angara 1.2,"3 x Rodnik (Kosmos 2597, 2598, 2599)",S,"35/1 / Plesetsk Cosmodrome, Russian Federation"
2025 NOV 25 0411,JSLC,40.957893,100.290944,Long March 2F/G,Shenzhou 22,S,"Launch Area 91 (SLS-1 / 921) / Jiuquan Satellite Launch Center, People's Republic of China"
2025 NOV 23 0848,VSFB,34.632,-120.611,Falcon 9 Block 5,Starlink Group 11-30,S,"Space Launch Complex 4E / Vandenberg SFB, CA, USA"
2025 NOV 22 0753,CCSFS,28.56194122,-80.57735736,Falcon 9 Block 5,Starlink Group 6-79,S,"Space Launch Complex 40 / Cape Canaveral SFS, FL, USA"
2025 NOV 21 1055,XSLC,28.245504,102.026768,Long March 3B/E,TJSW-21,S,"Launch Complex 2 (LC-2) / Xichang Satellite Launch Center, People's Republic of China"
2025 NOV 21 0339,KSC,28.60822681,-80.60428186,Falcon 9 Block 5,Starlink Group 6-78,S,"Launch Complex 39A / Kennedy Space Center, FL, USA"
2025 NOV 20 1243,LC-1,-39.262833,177.864469,Electron,Follow My Speed (BlackSky Gen-3 3),S,"Rocket Lab Launch Complex 1A / Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand"
2025 NOV 19 0401,JSLC,40.960482,100.298059,Long March 2C,Shijian 30 A-C,S,"Launch Area 94 (SLS-2 / 603) / Jiuquan Satellite Launch Center, People's Republic of China"
2025 NOV 19 0012,CCSFS,28.56194122,-80.57735736,Falcon 9 Block 5,Starlink Group 6-94,S,"Space Launch Complex 40 / Cape Canaveral SFS, FL, USA"
2025 NOV 18 1300,WFF,37.833262,-75.488235,Electron,HASTE | Prometheus Run (VAN),S,"Rocket Lab Launch Complex 2 (Launch Area 0 C) / Wallops Flight Facility, Virginia, USA"
2025 NOV 17 0521,VSFB,34.632,-120.611,Falcon 9 Block 5,Sentinel-6B,S,"Space Launch Complex 4E / Vandenberg SFB, CA, USA"
2025 NOV 15 0644,CCSFS,28.56194122,-80.57735736,Falcon 9 Block 5,Starlink Group 6-85,S,"Space Launch Complex 40 / Cape Canaveral SFS, FL, USA"
2025 NOV 15 0308,KSC,28.60822681,-80.60428186,Falcon 9 Block 5,Starlink Group 6-89,S,"Launch Complex 39A / Kennedy Space Center, FL, USA"
2025 NOV 14 0304,CCSFS,28.58341025,-80.58303644,Atlas V 551,ViaSat-3 F2 (ViaSat-3 EMEA),S,"Space Launch Complex 41 / Cape Canaveral SFS, FL, USA"
2025 NOV 13 2055,CCSFS,28.4705556,-80.542194,New Glenn,EscaPADE,S,"Launch Complex 36A / Cape Canaveral SFS, FL, USA"
2025 NOV 11 0321,CCSFS,28.56194122,-80.57735736,Falcon 9 Block 5,Starlink Group 6-87,S,"Space Launch Complex 40 / Cape Canaveral SFS, FL, USA"
2025 NOV 10 0402,JSLC,40.969117,100.343333,Ceres-1,Jilin-1 High Resolution-04C and others,F,"Launch Area 95A / Jiuquan Satellite Launch Center, People's Republic of China"
2025 NOV 10 0241,WSLC,19.59755,110.936481,Long March 12,SatNet LEO Group 13,S,"Commercial LC-2 / Wenchang Space Launch Site, People's Republic of China"
2025 NOV 09 0810,KSC,28.60822681,-80.60428186,Falcon 9 Block 5,Starlink Group 10-51,S,"Launch Complex 39A / Kennedy Space Center, FL, USA"
2025 NOV 09 0332,JSLC,40.8182,100.22514,Kinetica 1,Chutian-2 01 & 02,S,"Launch Area 130 / Jiuquan Satellite Launch Center, People's Republic of China"
2025 NOV 08 2101,YSLA,36.631333,121.198361,Long March 11,Shiyan 32 01-03,S,Haiyang offshore launch location / Haiyang Oriental Spaceport
2025 NOV 06 2113,VSFB,34.632,-120.611,Falcon 9 Block 5,Starlink Group 11-14,S,"Space Launch Complex 4E / Vandenberg SFB, CA, USA"
2025 NOV 06 0131,CCSFS,28.56194122,-80.57735736,Falcon 9 Block 5,Starlink Group 6-81,S,"Space Launch Complex 40 / Cape Canaveral SFS, FL, USA"
2025 NOV 05 1951,LC-1,-39.262833,177.864469,Electron,The Nation God Navigates (iQPS Launch 5),S,"Rocket Lab Launch Complex 1B / Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand"
2025 NOV 04 2102,CSG,5.256319,-52.786838,Ariane 62,Sentinel-1D,S,"Ariane Launch Area 4 / Guiana Space Centre, French Guiana"
2025 NOV 03 0347,WSLC,19.618452,110.955356,Long March 7A,Yaogan 46,S,"201 / Wenchang Space Launch Site, People's Republic of China"
2025 NOV 02 1156,SDSC,13.7199,80.2304,Launch Vehicle Mark-3 (GSLV Mk III),LVM-3 | CMS-03 (GSAT-7R),S,"Satish Dhawan Space Centre Second Launch Pad / Satish Dhawan Space Centre, India"
2025 NOV 02 0509,CCSFS,28.56194122,-80.57735736,Falcon 9 Block 5,Bandwagon 4 (Dedicated Mid-Inclination Rideshare),S,"Space Launch Complex 40 / Cape Canaveral SFS, FL, USA"
2025 OCT 31 2041,VSFB,34.632,-120.611,Falcon 9 Block 5,Starlink Group 11-23,S,"Space Launch Complex 4E / Vandenberg SFB, CA, USA"
